,Bid,Ask,Open Int,time to maturity (years),log_moneyness,strike,Mid
3015,2.95,3.2,187,0.0410958904109589,-0.09448672031317115,2485,3.075
3017,3.0,3.3,669,0.0410958904109589,-0.09247666938514698,2490,3.15
3019,3.1,3.4,763,0.0410958904109589,-0.09047065065828128,2495,3.25
3021,3.3,3.5,25326,0.0410958904109589,-0.0884686479876081,2500,3.4
3023,3.4,3.6,583,0.0410958904109589,-0.08647064532493508,2505,3.5
3025,3.5,3.8,670,0.0410958904109589,-0.08447662671807071,2510,3.65
3027,3.6,3.9,3206,0.0410958904109589,-0.08248657631006073,2515,3.75
3029,3.7,4.0,243,0.0410958904109589,-0.08050047833843124,2520,3.85
3031,3.8,4.1,6254,0.0410958904109589,-0.07851831713444006,2525,3.9499999999999997
3033,4.0,4.3,1586,0.0410958904109589,-0.07654007712233438,2530,4.15
3035,4.1,4.4,310,0.0410958904109589,-0.07456574281861678,2535,4.25
3037,4.3,4.6,3515,0.0410958904109589,-0.07259529883131796,2540,4.449999999999999
3039,4.4,4.8,497,0.0410958904109589,-0.07062872985927714,2545,4.6
3041,4.6,4.9,44784,0.0410958904109589,-0.06866602069142846,2550,4.75
3043,4.8,5.1,427,0.0410958904109589,-0.0667071562060955,2555,4.949999999999999
3045,5.0,5.3,1830,0.0410958904109589,-0.06475212137029207,2560,5.15
3047,5.3,5.6,492,0.0410958904109589,-0.06280090123903036,2565,5.449999999999999
3049,5.5,5.8,2637,0.0410958904109589,-0.06085348095463481,2570,5.65
3051,5.7,6.1,1454,0.0410958904109589,-0.0589098457460638,2575,5.9
3053,6.0,6.4,366,0.0410958904109589,-0.05696998092823712,2580,6.2
3055,6.3,6.6,683,0.0410958904109589,-0.05503387190137076,2585,6.449999999999999
3057,6.6,6.9,1540,0.0410958904109589,-0.05310150415031686,2590,6.75
3059,6.9,7.3,883,0.0410958904109589,-0.05117286324391131,2595,7.1
3061,7.3,7.6,25958,0.0410958904109589,-0.04924793483432682,2600,7.449999999999999
3063,7.6,8.0,485,0.0410958904109589,-0.047326704656432975,2605,7.8
3065,8.0,8.4,1618,0.0410958904109589,-0.0454091585271612,2610,8.2
3067,8.4,8.8,1445,0.0410958904109589,-0.04349528234487705,2615,8.600000000000001
3069,8.8,9.2,842,0.0410958904109589,-0.0415850620887577,2620,9.0
3071,9.3,9.6,8029,0.0410958904109589,-0.039678483818176145,2625,9.45
3073,9.8,10.2,1309,0.0410958904109589,-0.03777553367209006,2630,10.0
3075,10.3,10.7,2883,0.0410958904109589,-0.035876197868437626,2635,10.5
3077,10.9,11.2,1412,0.0410958904109589,-0.03398046270353839,2640,11.05
3079,11.5,11.8,5166,0.0410958904109589,-0.03208831455150051,2645,11.65
3081,12.1,12.5,9252,0.0410958904109589,-0.030199739863632405,2650,12.3
3083,12.8,13.2,1468,0.0410958904109589,-0.028314725167861116,2655,13.0
3085,13.5,13.9,2351,0.0410958904109589,-0.026433257068155483,2660,13.7
3087,14.3,14.8,568,0.0410958904109589,-0.024555322243955353,2665,14.55
3089,15.1,15.6,1931,0.0410958904109589,-0.022680907449605086,2670,15.35
3091,16.0,16.6,5222,0.0410958904109589,-0.020809999513793403,2675,16.3
3093,17.0,17.6,2515,0.0410958904109589,-0.01894258533899788,2680,17.3
3095,18.1,18.7,641,0.0410958904109589,-0.01707865190093521,2685,18.4
3097,19.2,19.8,2463,0.0410958904109589,-0.015218186248015509,2690,19.5
3099,20.4,21.0,1546,0.0410958904109589,-0.0133611755008028,2695,20.7
3101,21.7,22.3,8194,0.0410958904109589,-0.011507606851479802,2700,22.0
3103,23.1,23.7,2788,0.0410958904109589,-0.009657467563318376,2705,23.4
3105,24.6,25.2,631,0.0410958904109589,-0.007810744970153717,2710,24.9
3107,26.1,26.8,1546,0.0410958904109589,-0.005967426475864516,2715,26.450000000000003
3109,27.9,28.6,4613,0.0410958904109589,-0.004127499553857244,2720,28.25
3111,29.8,30.5,6562,0.0410958904109589,-0.0022909517465558244,2725,30.15
3113,31.7,32.5,1695,0.0410958904109589,-0.00045777066489488533,2730,32.1
3115,33.6,34.7,4875,0.0410958904109589,0.0013720560121813611,2735,34.150000000000006
3117,35.9,37.0,6443,0.0410958904109589,0.003198540538215551,2740,36.45
3119,38.3,39.5,585,0.0410958904109589,0.005021695099730731,2745,38.9
3121,40.9,42.1,3070,0.0410958904109589,0.006841531816716784,2750,41.5
3123,43.6,44.9,847,0.0410958904109589,0.008658062743114531,2755,44.25
3125,46.5,47.9,1571,0.0410958904109589,0.010471299867295437,2760,47.2
3127,49.6,51.0,1114,0.0410958904109589,0.012281255112534788,2765,50.3
3129,52.8,54.3,506,0.0410958904109589,0.01408794033748388,2770,53.55
3131,56.2,57.7,3332,0.0410958904109589,0.01589136733663466,2775,56.95
3133,59.7,61.3,861,0.0410958904109589,0.01769154784078239,2780,60.5
3135,63.4,65.1,2741,0.0410958904109589,0.019488493517484117,2785,64.25
3137,67.3,68.9,941,0.0410958904109589,0.021282215971511115,2790,68.1
3139,71.2,72.9,247,0.0410958904109589,0.023072726745299203,2795,72.05000000000001
3141,75.3,77.0,4292,0.0410958904109589,0.02486003731939504,2800,76.15
3143,79.5,81.2,258,0.0410958904109589,0.026644159112896304,2805,80.35
3145,83.4,85.8,355,0.0410958904109589,0.028425103483891143,2810,84.6
3147,87.7,90.2,2613,0.0410958904109589,0.03020288172989053,2815,88.95
3149,92.2,94.7,932,0.0410958904109589,0.03197750508825891,2820,93.45
3151,96.7,99.3,4984,0.0410958904109589,0.033748984736641036,2825,98.0
3153,101.1,103.8,589,0.0410958904109589,0.03551733179338311,2830,102.44999999999999
3155,106.0,108.7,404,0.0410958904109589,0.03728255731795211,2835,107.35
3157,110.5,113.3,1969,0.0410958904109589,0.03904467231135147,2840,111.9
3159,115.4,118.1,24,0.0410958904109589,0.04080368771653112,2845,116.75
3161,120.0,122.8,743,0.0410958904109589,0.0425596144187959,2850,121.4
3163,124.7,127.5,590,0.0410958904109589,0.04431246324621036,2855,126.1
3165,129.5,132.3,186,0.0410958904109589,0.04606224496999791,2860,130.9
3167,134.4,137.2,1163,0.0410958904109589,0.047808970304939656,2865,135.8
3169,139.2,142.0,98,0.0410958904109589,0.049552649909766586,2870,140.6
3171,144.1,146.9,56,0.0410958904109589,0.05129329438755048,2875,145.5
3173,148.5,151.4,497,0.0410958904109589,0.05303091428609136,2880,149.95
3175,149.6,161.4,74,0.0410958904109589,0.054765520098299755,2885,155.5
3177,154.5,167.2,31,0.0410958904109589,0.05649712226257753,2890,160.85
3179,159.4,171.2,4,0.0410958904109589,0.058225731163195384,2895,165.3
3181,164.4,177.0,35,0.0410958904109589,0.05995135713066503,2900,170.7
3183,169.3,181.1,17,0.0410958904109589,0.061674010442111314,2905,175.2
3185,174.2,186.1,2,0.0410958904109589,0.06339370132163799,2910,180.14999999999998
3187,178.9,191.8,24,0.0410958904109589,0.06511043994069242,2915,185.35000000000002
3189,184.1,195.9,0,0.0410958904109589,0.06682423641842718,2920,190.0
3191,189.1,201.3,14,0.0410958904109589,0.06853510082205669,2925,195.2
3193,194.1,205.9,1,0.0410958904109589,0.07024304316721268,2930,200.0
3195,199.8,210.8,0,0.0410958904109589,0.0719480734182966,2935,205.3
3197,203.5,215.8,0,0.0410958904109589,0.07365020148882694,2940,209.65
3199,207.9,220.9,0,0.0410958904109589,0.07534943724178679,2945,214.4
3201,213.6,225.9,7,0.0410958904109589,0.0770457904899653,2950,219.75
3203,218.1,231.6,0,0.0410958904109589,0.07873927099629824,2955,224.85
3205,222.8,235.9,0,0.0410958904109589,0.08042988847420579,2960,229.35000000000002
3207,227.9,241.5,0,0.0410958904109589,0.08211765258792564,2965,234.7
3209,233.5,246.5,0,0.0410958904109589,0.08380257295284499,2970,240.0
3211,237.2,254.0,0,0.0410958904109589,0.0854846591358299,2975,245.6
3213,242.2,259.0,0,0.0410958904109589,0.08716392065554977,2980,250.6
3215,247.2,264.0,0,0.0410958904109589,0.08884036698280218,2985,255.6
3217,255.7,267.8,0,0.0410958904109589,0.0905140075408319,2990,261.75
3219,256.9,274.0,0,0.0410958904109589,0.09218485170564938,2995,265.45
3221,262.2,278.9,0,0.0410958904109589,0.09385290880634647,3000,270.54999999999995
3223,267.1,283.9,0,0.0410958904109589,0.09551818812540776,3005,275.5
3225,272.1,289.2,0,0.0410958904109589,0.09718069889902109,3010,280.65
3227,276.9,294.5,0,0.0410958904109589,0.09884045031738557,3015,285.7
3229,281.9,298.9,0,0.0410958904109589,0.10049745152501495,3020,290.4
3231,286.8,304.5,0,0.0410958904109589,0.10215171162104154,3025,295.65
3233,291.8,309.2,0,0.0410958904109589,0.1038032396595146,3030,300.5
3235,297.1,313.9,0,0.0410958904109589,0.10545204464969829,3035,305.5
3237,302.1,319.1,0,0.0410958904109589,0.10709813555636712,3040,310.6
3239,306.8,323.8,0,0.0410958904109589,0.1087415213000972,3045,315.3
3241,311.8,328.8,0,0.0410958904109589,0.11038221075755698,3050,320.3
3243,316.7,334.3,0,0.0410958904109589,0.11202021276179545,3055,325.5
3245,321.7,338.8,0,0.0410958904109589,0.11365553610252609,3060,330.25
3247,327.0,343.8,0,0.0410958904109589,0.11528818952641148,3065,335.4
3249,331.9,348.8,0,0.0410958904109589,0.11691818173734261,3070,340.35
3251,336.9,354.4,0,0.0410958904109589,0.1185455213967179,3075,345.65
3253,341.9,359.0,0,0.0410958904109589,0.12017021712371988,3080,350.45
3255,361.6,379.4,0,0.0410958904109589,0.12664273162933723,3100,370.5
3257,411.8,429.3,0,0.0410958904109589,0.14264307297577852,3150,420.55
3259,461.7,478.8,0,0.0410958904109589,0.15839142994391764,3200,470.25
3261,511.7,528.5,150,0.0410958904109589,0.17389561647988283,3250,520.1
3263,561.6,578.4,0,0.0410958904109589,0.1891630886106714,3300,570.0
3265,661.5,678.3,0,0.0410958904109589,0.21901605176035246,3400,669.9
3267,761.2,778.2,0,0.0410958904109589,0.24800358863360483,3500,769.7
3269,0.25,0.4,153,0.049315068493150684,-0.4169727149596442,1800,0.325
3271,0.3,0.5,5913,0.049315068493150684,-0.38957374077152973,1850,0.4
3273,0.4,0.55,2203,0.049315068493150684,-0.3629054936893685,1900,0.47500000000000003
3275,0.45,0.65,29,0.049315068493150684,-0.3369300072861077,1950,0.55
3277,0.55,0.75,72,0.049315068493150684,-0.31161219930181794,2000,0.65
3279,0.65,0.85,66,0.049315068493150684,-0.2869195867114464,2050,0.75
3281,0.75,0.95,215,0.049315068493150684,-0.26282203513238594,2100,0.85
3283,0.85,1.05,150,0.049315068493150684,-0.23929153772219178,2150,0.95
3285,1.0,1.25,730,0.049315068493150684,-0.21630201949749311,2200,1.125
3287,1.05,1.25,323,0.049315068493150684,-0.21176686433210176,2210,1.15
3289,1.1,1.3,0,0.049315068493150684,-0.2072521839775752,2220,1.2000000000000002
3291,1.1,1.35,42,0.049315068493150684,-0.20275779438973582,2230,1.225
3293,1.15,1.35,0,0.049315068493150684,-0.1982835139948148,2240,1.25
3295,1.2,1.4,331,0.049315068493150684,-0.19382916364543445,2250,1.2999999999999998
3297,1.25,1.45,5,0.049315068493150684,-0.18939456657756878,2260,1.35
3299,1.3,1.5,9,0.049315068493150684,-0.1849795483684519,2270,1.4
3301,1.3,1.55,58,0.049315068493150684,-0.1827793274588495,2275,1.425
3303,1.3,1.55,5,0.049315068493150684,-0.18058393689541388,2280,1.425
3305,1.35,1.6,0,0.049315068493150684,-0.17620756229561493,2290,1.475
3307,1.4,1.65,2512,0.049315068493150684,-0.17185025692665928,2300,1.525
3309,1.5,1.7,5,0.049315068493150684,-0.16751185532806104,2310,1.6
3311,1.55,1.8,15,0.049315068493150684,-0.1631921941835447,2320,1.675
3313,1.55,1.8,36,0.049315068493150684,-0.16103934082244356,2325,1.675
3315,1.6,1.85,0,0.049315068493150684,-0.15889111228415403,2330,1.725
3317,1.65,1.9,0,0.049315068493150684,-0.15460845049215322,2340,1.775
3319,1.75,2.0,415,0.049315068493150684,-0.15034405170569562,2350,1.875
3321,1.8,2.05,1,0.049315068493150684,-0.14609776082424458,2360,1.9249999999999998
3323,1.95,2.1,93,0.049315068493150684,-0.1418694247147234,2370,2.025
3325,1.95,2.1,285,0.049315068493150684,-0.13976194237515874,2375,2.025
3327,2.0,2.15,3694,0.049315068493150684,-0.13765889217837995,2380,2.075
3329,2.1,2.25,82,0.049315068493150684,-0.13346601391834392,2390,2.175
3331,2.2,2.35,413,0.049315068493150684,-0.12929064250786335,2400,2.2750000000000004
3333,2.25,2.4,40,0.049315068493150684,-0.1272094763040387,2405,2.325
3335,2.3,2.45,65,0.049315068493150684,-0.1251326323591996,2410,2.375
3337,2.35,2.5,7,0.049315068493150684,-0.12306009275722725,2415,2.425
3339,2.4,2.55,21,0.049315068493150684,-0.12099183969316826,2420,2.4749999999999996
3341,2.45,2.65,63,0.049315068493150684,-0.11892785547231668,2425,2.55
3343,2.5,2.7,128,0.049315068493150684,-0.11686812250930614,2430,2.6
3345,2.6,2.75,5,0.049315068493150684,-0.11481262332721015,2435,2.675
3347,2.65,2.8,218,0.049315068493150684,-0.11276134055665267,2440,2.7249999999999996
3349,2.8,2.95,266,0.049315068493150684,-0.10867135530512761,2450,2.875
3351,2.95,3.1,5040,0.049315068493150684,-0.10459802991749173,2460,3.0250000000000004
3353,3.1,3.3,3976,0.049315068493150684,-0.1005412292218774,2470,3.2
3355,3.2,3.4,72,0.049315068493150684,-0.09851898384110964,2475,3.3
3357,3.3,3.5,80,0.049315068493150684,-0.09650081968487237,2480,3.4
3359,3.5,3.7,32,0.049315068493150684,-0.09247666938514698,2490,3.6
3361,3.6,3.8,73,0.049315068493150684,-0.09047065065828128,2495,3.7
3363,3.7,3.9,788,0.049315068493150684,-0.0884686479876081,2500,3.8
3365,3.8,4.1,39,0.049315068493150684,-0.08647064532493508,2505,3.9499999999999997
3367,4.0,4.2,6994,0.049315068493150684,-0.08447662671807071,2510,4.1
3369,4.1,4.4,310,0.049315068493150684,-0.08248657631006073,2515,4.25
3371,4.3,4.5,59,0.049315068493150684,-0.08050047833843124,2520,4.4
3373,4.4,4.6,1850,0.049315068493150684,-0.07851831713444006,2525,4.5
3375,4.6,4.8,429,0.049315068493150684,-0.07654007712233438,2530,4.699999999999999
3377,4.8,5.0,132,0.049315068493150684,-0.07456574281861678,2535,4.9
3379,5.0,5.2,7970,0.049315068493150684,-0.07259529883131796,2540,5.1
3381,5.2,5.4,140,0.049315068493150684,-0.07062872985927714,2545,5.300000000000001
3383,5.4,5.7,3076,0.049315068493150684,-0.06866602069142846,2550,5.550000000000001
3385,5.6,5.9,5,0.049315068493150684,-0.0667071562060955,2555,5.75
3387,5.8,6.1,1734,0.049315068493150684,-0.06475212137029207,2560,5.949999999999999
3389,6.1,6.4,118,0.049315068493150684,-0.06280090123903036,2565,6.25
3391,6.3,6.6,185,0.049315068493150684,-0.06085348095463481,2570,6.449999999999999
3393,6.6,6.9,1262,0.049315068493150684,-0.0589098457460638,2575,6.75
3395,6.9,7.2,4144,0.049315068493150684,-0.05696998092823712,2580,7.050000000000001
3397,7.2,7.5,24,0.049315068493150684,-0.05503387190137076,2585,7.35
3399,7.5,7.8,638,0.049315068493150684,-0.05310150415031686,2590,7.65
3401,7.8,8.2,51,0.049315068493150684,-0.05117286324391131,2595,8.0
3403,8.2,8.6,1227,0.049315068493150684,-0.04924793483432682,2600,8.399999999999999
3405,8.6,9.0,11,0.049315068493150684,-0.047326704656432975,2605,8.8
3407,9.0,9.4,75,0.049315068493150684,-0.0454091585271612,2610,9.2
3409,9.5,9.8,85,0.049315068493150684,-0.04349528234487705,2615,9.65
3411,9.9,10.3,72,0.049315068493150684,-0.0415850620887577,2620,10.100000000000001
3413,10.4,10.8,714,0.049315068493150684,-0.039678483818176145,2625,10.600000000000001
3415,10.9,11.3,468,0.049315068493150684,-0.03777553367209006,2630,11.100000000000001
3417,11.5,11.9,257,0.049315068493150684,-0.035876197868437626,2635,11.7
3419,12.1,12.5,169,0.049315068493150684,-0.03398046270353839,2640,12.3
3421,12.7,13.2,240,0.049315068493150684,-0.03208831455150051,2645,12.95
3423,13.4,13.8,713,0.049315068493150684,-0.030199739863632405,2650,13.600000000000001
3425,14.1,14.6,8,0.049315068493150684,-0.028314725167861116,2655,14.35
3427,14.9,15.4,599,0.049315068493150684,-0.026433257068155483,2660,15.15
3429,15.7,16.2,14,0.049315068493150684,-0.024555322243955353,2665,15.95
3431,16.6,17.1,2335,0.049315068493150684,-0.022680907449605086,2670,16.85
3433,17.5,18.1,1765,0.049315068493150684,-0.020809999513793403,2675,17.8
3435,18.5,19.1,112,0.049315068493150684,-0.01894258533899788,2680,18.8
3437,19.6,20.2,1825,0.049315068493150684,-0.01707865190093521,2685,19.9
3439,20.7,21.3,554,0.049315068493150684,-0.015218186248015509,2690,21.0
3441,21.9,22.6,939,0.049315068493150684,-0.0133611755008028,2695,22.25
3443,23.2,23.9,216,0.049315068493150684,-0.011507606851479802,2700,23.549999999999997
3445,24.6,25.3,749,0.049315068493150684,-0.009657467563318376,2705,24.950000000000003
3447,26.1,26.9,2436,0.049315068493150684,-0.007810744970153717,2710,26.5
3449,27.7,28.5,66,0.049315068493150684,-0.005967426475864516,2715,28.1
3451,29.4,30.3,632,0.049315068493150684,-0.004127499553857244,2720,29.85
3453,31.2,32.1,129,0.049315068493150684,-0.0022909517465558244,2725,31.65
3455,33.1,34.1,233,0.049315068493150684,-0.00045777066489488533,2730,33.6
3457,35.0,36.3,1104,0.049315068493150684,0.0013720560121813611,2735,35.65
3459,37.3,38.5,422,0.049315068493150684,0.003198540538215551,2740,37.9
3461,39.6,40.9,271,0.049315068493150684,0.005021695099730731,2745,40.25
3463,42.3,43.6,2025,0.049315068493150684,0.006841531816716784,2750,42.95
3465,44.9,46.2,76,0.049315068493150684,0.008658062743114531,2755,45.55
3467,47.7,49.3,941,0.049315068493150684,0.010471299867295437,2760,48.5
3469,50.7,52.3,55,0.049315068493150684,0.012281255112534788,2765,51.5
3471,53.9,55.6,45,0.049315068493150684,0.01408794033748388,2770,54.75
3473,57.2,58.9,250,0.049315068493150684,0.01589136733663466,2775,58.05
3475,60.7,62.4,637,0.049315068493150684,0.01769154784078239,2780,61.55
3477,64.4,66.1,415,0.049315068493150684,0.019488493517484117,2785,65.25
3479,68.1,69.9,56,0.049315068493150684,0.021282215971511115,2790,69.0
3481,72.0,73.8,26,0.049315068493150684,0.023072726745299203,2795,72.9
3483,76.1,77.9,57,0.049315068493150684,0.02486003731939504,2800,77.0
3485,80.2,82.0,18,0.049315068493150684,0.026644159112896304,2805,81.1
3487,84.4,86.3,33,0.049315068493150684,0.028425103483891143,2810,85.35
3489,88.1,90.7,133,0.049315068493150684,0.03020288172989053,2815,89.4
3491,92.8,95.4,164,0.049315068493150684,0.03197750508825891,2820,94.1
3493,97.1,99.8,218,0.049315068493150684,0.033748984736641036,2825,98.44999999999999
3495,101.6,104.3,198,0.049315068493150684,0.03551733179338311,2830,102.94999999999999
3497,106.2,108.9,56,0.049315068493150684,0.03728255731795211,2835,107.55000000000001
3499,110.8,113.6,55,0.049315068493150684,0.03904467231135147,2840,112.19999999999999
3501,115.4,118.3,33,0.049315068493150684,0.04080368771653112,2845,116.85
3503,120.1,123.0,103,0.049315068493150684,0.0425596144187959,2850,121.55
3505,124.9,127.8,55,0.049315068493150684,0.04431246324621036,2855,126.35
3507,129.6,132.5,69,0.049315068493150684,0.04606224496999791,2860,131.05
3509,134.4,137.3,750,0.049315068493150684,0.047808970304939656,2865,135.85000000000002
3511,139.2,142.2,63,0.049315068493150684,0.049552649909766586,2870,140.7
3513,144.1,147.0,65,0.049315068493150684,0.05129329438755048,2875,145.55
3515,148.9,151.9,3,0.049315068493150684,0.05303091428609136,2880,150.4
3517,153.8,156.8,6,0.049315068493150684,0.054765520098299755,2885,155.3
3519,156.7,166.5,2,0.049315068493150684,0.05649712226257753,2890,161.6
3521,161.6,171.4,5,0.049315068493150684,0.058225731163195384,2895,166.5
3523,164.5,177.2,2,0.049315068493150684,0.05995135713066503,2900,170.85
3525,169.7,182.3,1,0.049315068493150684,0.061674010442111314,2905,176.0
3527,176.4,186.1,1,0.049315068493150684,0.06339370132163799,2910,181.25
3529,181.3,191.0,2,0.049315068493150684,0.06511043994069242,2915,186.15
3531,186.3,196.0,1,0.049315068493150684,0.06682423641842718,2920,191.15
3533,191.2,200.9,0,0.049315068493150684,0.06853510082205669,2925,196.05
3535,192.9,206.2,0,0.049315068493150684,0.07024304316721268,2930,199.55
3537,206.1,215.8,0,0.049315068493150684,0.07365020148882694,2940,210.95
3539,216.0,226.5,0,0.049315068493150684,0.0770457904899653,2950,221.25
3541,225.9,235.6,0,0.049315068493150684,0.08042988847420579,2960,230.75
3543,235.8,245.6,0,0.049315068493150684,0.08380257295284499,2970,240.7
3545,240.8,250.5,9,0.049315068493150684,0.0854846591358299,2975,245.65
3547,265.7,277.8,2,0.049315068493150684,0.09385290880634647,3000,271.75
3549,287.3,299.4,2,0.049315068493150684,0.10215171162104154,3025,293.35
3551,315.4,327.5,0,0.049315068493150684,0.11038221075755698,3050,321.45
3553,340.4,352.5,0,0.049315068493150684,0.1185455213967179,3075,346.45
3555,365.3,377.4,0,0.049315068493150684,0.12664273162933723,3100,371.35
3557,415.2,427.3,0,0.049315068493150684,0.14264307297577852,3150,421.25
3559,466.3,478.4,0,0.049315068493150684,0.15839142994391764,3200,472.35
3561,515.1,527.2,0,0.049315068493150684,0.17389561647988283,3250,521.1500000000001
3563,565.0,577.1,0,0.049315068493150684,0.1891630886106714,3300,571.05
3565,0.3,0.5,148,0.0547945205479452,-0.4169727149596442,1800,0.4
3567,0.45,0.65,162,0.0547945205479452,-0.3629054936893685,1900,0.55
3569,0.55,0.75,162,0.0547945205479452,-0.3369300072861077,1950,0.65
3571,0.75,0.85,36,0.0547945205479452,-0.31161219930181794,2000,0.8
3573,0.8,0.95,11,0.0547945205479452,-0.2869195867114464,2050,0.875
3575,0.9,1.1,80,0.0547945205479452,-0.26282203513238594,2100,1.0
3577,1.05,1.25,59,0.0547945205479452,-0.23929153772219178,2150,1.15
3579,1.25,1.45,80,0.0547945205479452,-0.21630201949749311,2200,1.35
3581,1.25,1.5,0,0.0547945205479452,-0.21176686433210176,2210,1.375
3583,1.3,1.55,8,0.0547945205479452,-0.2072521839775752,2220,1.425
3585,1.35,1.6,0,0.0547945205479452,-0.20275779438973582,2230,1.475
3587,1.4,1.65,0,0.0547945205479452,-0.1982835139948148,2240,1.525
3589,1.45,1.7,202,0.0547945205479452,-0.19382916364543445,2250,1.575
3591,1.5,1.75,0,0.0547945205479452,-0.18939456657756878,2260,1.625
3593,1.55,1.8,27,0.0547945205479452,-0.1849795483684519,2270,1.675
3595,1.6,1.85,1,0.0547945205479452,-0.18058393689541388,2280,1.725
3597,1.7,1.9,1,0.0547945205479452,-0.17620756229561493,2290,1.7999999999999998
3599,1.75,1.95,2615,0.0547945205479452,-0.17185025692665928,2300,1.85
3601,1.8,2.05,0,0.0547945205479452,-0.16751185532806104,2310,1.9249999999999998
3603,1.85,2.1,0,0.0547945205479452,-0.1631921941835447,2320,1.975
3605,1.9,2.15,43,0.0547945205479452,-0.16103934082244356,2325,2.025
3607,1.95,2.2,18,0.0547945205479452,-0.15889111228415403,2330,2.075
3609,2.05,2.2,11,0.0547945205479452,-0.15460845049215322,2340,2.125
3611,2.15,2.3,164,0.0547945205479452,-0.15034405170569562,2350,2.2249999999999996
3613,2.25,2.35,10,0.0547945205479452,-0.14609776082424458,2360,2.3
3615,2.3,2.45,0,0.0547945205479452,-0.1418694247147234,2370,2.375
3617,2.35,2.5,111,0.0547945205479452,-0.13976194237515874,2375,2.425
3619,2.4,2.55,11,0.0547945205479452,-0.13765889217837995,2380,2.4749999999999996
3621,2.5,2.7,187,0.0547945205479452,-0.13346601391834392,2390,2.6
3623,2.65,2.8,111,0.0547945205479452,-0.12929064250786335,2400,2.7249999999999996
3625,2.7,2.85,1,0.0547945205479452,-0.1272094763040387,2405,2.7750000000000004
3627,2.75,2.9,0,0.0547945205479452,-0.1251326323591996,2410,2.825
3629,2.8,3.0,0,0.0547945205479452,-0.12306009275722725,2415,2.9
3631,2.9,3.0,7,0.0547945205479452,-0.12099183969316826,2420,2.95
3633,2.95,3.1,767,0.0547945205479452,-0.11892785547231668,2425,3.0250000000000004
3635,3.0,3.2,10,0.0547945205479452,-0.11686812250930614,2430,3.1
3637,3.1,3.3,0,0.0547945205479452,-0.11481262332721015,2435,3.2
3639,3.2,3.4,67,0.0547945205479452,-0.11276134055665267,2440,3.3
3641,3.3,3.5,1844,0.0547945205479452,-0.10867135530512761,2450,3.4
3643,3.5,3.7,113,0.0547945205479452,-0.10459802991749173,2460,3.6
3645,3.7,3.9,248,0.0547945205479452,-0.1005412292218774,2470,3.8
3647,3.9,4.1,137,0.0547945205479452,-0.09851898384110964,2475,4.0
3649,4.0,4.2,26,0.0547945205479452,-0.09650081968487237,2480,4.1
3651,4.3,4.4,22,0.0547945205479452,-0.09247666938514698,2490,4.35
3653,4.4,4.6,7,0.0547945205479452,-0.09047065065828128,2495,4.5
3655,4.5,4.7,1372,0.0547945205479452,-0.0884686479876081,2500,4.6
3657,4.7,4.9,1094,0.0547945205479452,-0.08647064532493508,2505,4.800000000000001
3659,4.9,5.0,2391,0.0547945205479452,-0.08447662671807071,2510,4.95
3661,5.0,5.2,262,0.0547945205479452,-0.08248657631006073,2515,5.1
3663,5.2,5.4,32,0.0547945205479452,-0.08050047833843124,2520,5.300000000000001
3665,5.4,5.6,2463,0.0547945205479452,-0.07851831713444006,2525,5.5
3667,5.6,5.8,38,0.0547945205479452,-0.07654007712233438,2530,5.699999999999999
3669,5.8,6.0,16,0.0547945205479452,-0.07456574281861678,2535,5.9
3671,6.0,6.2,41,0.0547945205479452,-0.07259529883131796,2540,6.1
3673,6.2,6.5,143,0.0547945205479452,-0.07062872985927714,2545,6.35
3675,6.5,6.8,2930,0.0547945205479452,-0.06866602069142846,2550,6.65
3677,6.7,7.0,31,0.0547945205479452,-0.0667071562060955,2555,6.85
3679,7.0,7.3,76,0.0547945205479452,-0.06475212137029207,2560,7.15
3681,7.3,7.6,59,0.0547945205479452,-0.06280090123903036,2565,7.449999999999999
3683,7.6,7.9,1039,0.0547945205479452,-0.06085348095463481,2570,7.75
3685,7.9,8.2,470,0.0547945205479452,-0.0589098457460638,2575,8.05
3687,8.2,8.5,1337,0.0547945205479452,-0.05696998092823712,2580,8.35
3689,8.5,8.9,12,0.0547945205479452,-0.05503387190137076,2585,8.7
3691,8.9,9.2,6270,0.0547945205479452,-0.05310150415031686,2590,9.05
3693,9.3,9.6,0,0.0547945205479452,-0.05117286324391131,2595,9.45
3695,9.7,10.0,1017,0.0547945205479452,-0.04924793483432682,2600,9.85
3697,10.2,10.5,374,0.0547945205479452,-0.047326704656432975,2605,10.35
3699,10.6,11.0,145,0.0547945205479452,-0.0454091585271612,2610,10.8
3701,11.1,11.5,64,0.0547945205479452,-0.04349528234487705,2615,11.3
3703,11.6,12.0,1657,0.0547945205479452,-0.0415850620887577,2620,11.8
3705,12.1,12.5,145,0.0547945205479452,-0.039678483818176145,2625,12.3
3707,12.7,13.1,2109,0.0547945205479452,-0.03777553367209006,2630,12.899999999999999
3709,13.3,13.7,28,0.0547945205479452,-0.035876197868437626,2635,13.5
3711,13.9,14.4,873,0.0547945205479452,-0.03398046270353839,2640,14.15
3713,14.6,15.1,17,0.0547945205479452,-0.03208831455150051,2645,14.85
3715,15.4,15.8,6157,0.0547945205479452,-0.030199739863632405,2650,15.600000000000001
3717,16.1,16.6,12,0.0547945205479452,-0.028314725167861116,2655,16.35
3719,16.9,17.4,462,0.0547945205479452,-0.026433257068155483,2660,17.15
